Review_name,Review_Content
So many construction walls.,They are doing so much construction in the central area and at the entrance that we were getting lost trying to get from one side of the park to the other. This park is needing something besides festivals to attract me again.
Waste of TIME and MONEY!!!,"Overpriced theme park!! We paid 300$ for 1 day pass but we were able to do only 1 attraction (Nemo! Lol). Very RUDE cast members.
Fortunately we were able to get our money back from the credit card company.
Better to go to Universal or Seaworld .."
"Mission space interactive area, be careful, my daughter smacked by adult","While the ride is fine and my daughter loves it, Disney management needs to fix the interactive area, specifically the “boost” button near the front at the large screens. The person playing needs to quickly run behind them to the boost to keep the game going. While doing so, an adult smacked my daughter waiting her turn who is 7 and did not even apologize being more concerned with keeping her game going. My daughter just wanted to leave after that. I tried to find a cast member but no one was in the area. As annual Passholders, I know and certainly cast members “unofficially” know many guests leave their brains and dignity in their hotel rooms. I hope they fix this and move the boost button before someone gets hurt if it has not happened already."
Great ride!,"I know some reviews say this ride is outdated but always a pleasure to go on. A quick review of some historical things and still, in my opinion, as good as ever! My son joked that when he was younger a question on a test was about paper with the answer being ""papyrus"" and he remembered it from this ride!! HAHA I know they are planning updates at some point but if you get a chance ride away! It's right at the entrance of Epcot, can't miss it! Going to miss this version when the update does happen. It's ok that somethings stay the same! Have fun at Epcot!!"
Business and pleasure time,"Excellent experience visiting Epcot during Food and wine expo. great selections small portions were perfect Allowed for many tastings
Best firework laser light show ever
Very enjoyable...wear comfortable shoes, lot of walking
Get the fast pass for skipping the lines"
Best Day Ever,We had a great day at the food and wine festival November 19th. We were able to experience all the top attractions multiple times without long waits. The tremendous variety of unique foods was terrific. We enjoyed every item we tried. The new fireworks show is fantastic. We loved the kites.
Epcot Food and Wine,"Best things we ate at the Food and Wine fesitival were the American Pavillion (lobster roll and full size beer-note everwhere is 3 oz wine or 6 oz beers,i,e, they are just tastings but leaves you wanting more). The Austrailian Pavillion, the deconstructed pavlova- the perect end to eating your way around Epcot. Inside the Gran Fiesta Pavvillion is a small tequila bar, had one of the flights of tequila along with the tro of appetizers (chips & salsa, guacamole and queso dip-guac ws awesome). Note that the food and wine festival only runs from Sept- mid Nov."
lotus Blossom cafe,"We had counter service at the lotus blossom cafe we all enjoyed the food there, We all had different meals and shared them between us very nice just like a take away at home"
Construction,"EPCOT is into a major facelift.
The entry leading toward the geodesic dome greatly is changed with removal of the plinths featuring people who bought remembrance engravings (these will be reconfigured later). Once past the dome, work barriers define the west side. We were at EPCOT for this year's and last year's Food and Wine Festival. This year's crowds did not seem to flow as well perhaps due to the works in progress.
We anticipate the renewed EPCOT in a few year's time."
So so disappointed!,My husband and I travel to WDW frequently and this visit to Epcot was so disappointing. The holiday decor was very very sparse to say the least with the exception of a few countries on World Showcase. The worst part was all the construction everywhere and I do mean everywhere. Don’t expect much here apparently until 2021.
Wine and Food Week,My husband and I had such a wonderful experience at the wine and food fest this week. Everything was delish but expensive. You would think they would offer items at a cheaper rate. But it was a once in a life time and worth it
"Boring, busy, building site","Visited during food and wine festival. Gave up looking for interesting gluten free dishes - they were few and far between. Ended up eating a cheesecake (with no base) for lunch because there was so little choice. Garden Grill for dinner was OK but very expensive and salty meat/fries. I really wish the food was healthier. Soarin was amazing, if not a little distorted visually (on screen). The building work I understand is necessary but looked horrible - why not offer reduced prices? No chance of getting on the Frozen ride - queues too long. Not enough signage of where everything is and was given incorrect directions from a cast member - a wrong turn is costly in terms of exhaustion, timings and the sheer size of the parks. Missed a fastpass because of it."
Ok,"A busy park with not alot going on.We were there for the food and wine festival which takes place around the lake.
You can walk around it taking in a multitude of different countries food and drinks.(expensive and small portions).But you can get a pint of Guinness at the uk part of the park.(11$).
The kids least favourite park out of al the disney parks.ages ranged from 5-16.
Saying that Soarin is one of the best rides out of all the disney parks for me, only beaten by avatar at animal kingdom.I wouldn't plan to stay too long at this park a day would have been more than enough if you have fast passes to use Soarin,Frozen and Test Track are the best rides at the park I would also recommend going on these late as possible to incorporate the firework show at the end of the night.
Hope you find this helpful"
Eat and drink around the world,"We were there during the food and wine festival which we enjoyed. Epcot is a unique experience, there aren't as many rides as other parks but Soaring is the best ride we have ever experienced."
My Daycation at Epcot,"Epcot always amazes me, especially because the park offers so much to enjoy. The Disney Imagineering and schedule coordination are quintessential examples of what human brains are capable of doing for our world.
I have an Epcot After Four Florida Resident annual pass; the ride from Ocala via the Turnpike and the 429 is direct and avoids the heavy I-4 traffic. Epcot is great for me because I am a senior citizen and don't really want to mingle with the crowds of little kids who visit the other three Disney World parks. For me, Epcot is like a museum.
Epcot is making a lot of changes, so the construction barriers seem to be in all areas of the park. I look forward to the new structures.
The""cast members"" are all pleasant.
The food prices are crazy, but after giving this much thought, l conclude that the less people eat, the less they will use the toilet facilities. Therefore, the facilities are not abused and are well maintained.
I don't like the darkness in the park. Disney is super cheap about the lighting. This is not safe. Is Disney looking to invite pickpockets and touchy-feely weirdos to Epcot? How can one recognize an offender in such crowded darkness?
Another thing Disney can improve upon is the sound of announcements in the monorails and on the attractions. Volume is too low and often drowned out by music or sound spill over from other nearby sections.
The fireworks are beautiful."
Still a great attraction. Plenty to see and experience.,This was my first time back to Epcot in about three years and it did not disappoint. The mission to Mars took my breath away and was quite a unique experience. My favorite was the race track which was speedy exciting and I want to go on it again and again. Space ship earth was entertaining and still quite a relaxing and educational ride.
Some rides need to be upgraded.,My husband and I went here during a weekend away without the kids. The food and wine fest was in full swing and we had a good time marking the rounds to several different countries to purchase samples of their food. There aren’t as many rides at this park as in the other parks and a couple of them are very outdated. They could definitely use an upgrade of the rides. After spending several hours in the park we headed back to the hotel for some much needed rest. We kinda ran out of things to do in the park besides eat. We came back at night which was really beautiful as the Epcot ball was illuminated in a rainbow of colors.
Best family trip dver,My family is having an absolute blast at Epcot. We went on Spaceship Earth and Soarin and so far had a great time. There’s so much more to see including the Epcot Food and Wine Festival. I can’t wait to go and see them.
Around the world I’m eight(y) hours,"My daughter got to meet Elsa and Anna so our trip was complete then. Highlights for
Me were taking my family on spaceship earth. Looking forward to that update I’m future trips. Loved the Japanese supermarket and the kidcot stations. We got lucky and met Mickey, chip and dale with no line. Positives far outweighed negatives. Lots of character interactions and opportunities to meet.
Negatives:
1. Construction but looking forward to seeing what’s done
2. Only park with a wait to get in but it was our only weekend visit.
3. Turtle Talk with crush was less than great and felt like a real waste of a fast pass. Lesson learned."
Great Visit,We attended the Wine and Food Festival here. The food was pretty good. Beverages good. Not too crowded.
Great fun!,Great Way to see the world on foot - and enjoy great food along the way. There was excellent service and cast was outstanding- will definitely return again
Run down park,"Upon arrival we thought we'd travelled back in time, the park & rides are dated - I read that they're improving things so hopefully it gets better. The round the world stalls proving food & drink are cool to look at but I wouldn't recommend going after a certain time with children as there's a lot of drunks & it's very crowded."
Reflections...,"Please update the film in the China pavilion! It looked to be about 20+ years old. The skyscrapers they showed have long been built. There was a family from China with us and they looked amused by the film and how old it was. The Morocco pavilion, specifically the cafe there, really felt we were in Marrakech and reminded us of a past vacation. I really liked the World Expo concept.
Overall, one of my favourite parks on our trip. We chanced upon an unexpected performance by Boyz II Men which was cool. My 7 year old daughter got briefly lost in the thousands of people that were there on a wet and stormy night. The Disney security staff were helpful in looking for her and gave her a popsicle to calm her down when we were reunited. Fortunately, she was only apart from us for 10 minutes although it felt much longer!"
Fun!,"Although it’s was an eight mile hike and I’m 69, I really liked Epcot and will return!
A must see in Orlando!"
Food and wine,"Food and wine festival was very busy over the weekend. Lines were long but the food is worth the wait (and price). I highly recommend Food and Wine Fest. Also, I recommend row 1 of Soaring ride."
A lot of building,We came here and there is a lot of building work going on. Some part of the park was closed so we just had to make do with what was left. Soaring is a very good ride where you travel around the world and some senses are sparked by scents. Test track is also a good ride and try getting a fast pass for both as they are very popular. The Mission space ride is pretty good. There is a green ride which is quite tame. Then you have the orange ride which pushes you back into your seat with the g force!! It can make you feel quite nauseous and this is reflected with the sick bags on the dash board ! If you have motion sickness or don’t like small closed spaces don’t go on this. It’s a simulation ride and it’s pretty good. The rest of the park needs a bit of upgrading done as the big ride there is space mountain which has been there for a really a long time. Epcot is also not as busy as the Magic Kingdom . Still a fab place to go
Fun break,"Beautifully decorated
Great foods
Wonderful rides
Be a kid again and just enjoy
The monorail is great transportation
Use the new skyline and beat the crowds it’s an incredible ride day or night"
A NICE MIX OF THEME PARK AND CULTURE,"My wife and I have visited Epcot off and on for years and we always enjoy our visit. While some of the restaurants can be very pricey, there is always something to see, do and learn when you visit. We highly recommend Epcot be part of anyone's visit to Disney World."
Best Character Meets Here!,"If you are looking for character meets, food, wine and culture then look no further - Epcot is the place to be. The frozen ride was great and the aquarium too, I would recommend the food festival season!"
"Epcot, also known as Disney's building site","I have no idea what is going on here but they have literally closed 1/3 of the park, i assume to rebuild it with newer attractions. I therefore expect to have 1/3 of my ticket refunded?
Test track was great, and with fastpass the queue was minimal. Some of the other rides are in need of a bit of TLC, it feels like half of Epcot has been ignored compared to the other parks.
The aquarium was pretty good, as was Soarin'. The world expo was also fairly good, only complaint was the Ireland stall, the food wasn't great and tasted like a school dinner."
A Great Time,"Epcot is a great experience in my humble opinion. I love visiting the different countries, and experiencing the rides. Had a really great time."
Great Park,"Of course you have to visit epcot if your doing all of the disney parks, but I would say least fave of an amazing bunch really.
MUST do the race track ride!"
Always a favorite!,"It had been 15 since we had been able to go and it was great to be able to go. Love the countries, the buildings, and the food. Always enjoy Space Ship Earth, the Fast Track, and Soarin. First time with the Fast Pass, at times it worked out well and other times not so much."
Another good park,A bit more adult themed went here a few times while in Disney. Good park loved sorin ride and test track thought the fire works where ok but seen better. Had a nice time walking around we where there during the wine and food festival. It’s ok during the week but Saturday. Did not really feel like a Disney park lots of drunk and noisy people around and felt more like a night out on the town so just be aware of that when this event is on
Enjoyable experience with our family,"As a kid, Epcot was my least favourite park. I absolutely love what Disney has done to make it more 'kid' friendly. My kids loved it here. The passports for kids was what kept them interested! We happened to be at the park for their food and wine festival, which was brilliant. We had a fantastic day and enjoyed ourselves very much. My only suggestion to Disney would be to have a few more GF options available for the food and wine festival. I found that the majority of the kiosks that had GF options were clustered in one spot, and as I made my around the pavilions, food choices for me were few and far between unless I stopped to have a full 'meal' at one of the restaurants."
Dissapointed,Was really looking forward to Epcot and all it had to offer . We visited both day time and evening. 1st visit was a day visit and the weather was bad heavy rain most of the day we still found plenty to do as was determined to not let the rain spoil our day. Lots of closures of attractions and lots of building and referb work going on so not the nicest of scenery. 2nd visit was on an evening and Epcot looked really pretty in the dark food and wine festival was on so the park was so busy you could hardly walk lots of good food on offer and eat to the beat concert was a bonus . Best tip is Les Halles for a full baguette for $3 fresh full bread just take your own filling biggest bargain in Disney.. We felt that after two trips to this park was enough for our needs so never went back during our two week stay.
"Walking, viewing and eating","Plenty to see and taste at this amazing attraction that has many exciting rides and international cuisines. Visiting all the countries and tasting their food can easily take all day. Reserve the evening for dinning at one of the many international restaurants. We ate at Monsieur Paul's, the 5 star French restaurant that caters to foodies who don't mind spending a lot on fine food and elegant atmosphere. If possible get a table next to a window to view happenings below. One of the highlights was the Chinese pavilion which features a 360 degree video of China. Also don't miss the race track ride that allows you to design your own future auto and then test it on the track. The ride itself is breathtaking and fun. Shows and fireworks top off the evening's entertainment. Even though pricey, there is much to see and do at this Disney attraction."
Eat and Drink Your Way Around the World!,"Wine and Dine did not disappoint! So much to do and see at Epcot. Love, love the sweet red wine in Italy. Eating in Mexico is really cool under the sky and take the ride its a quick one. Soarin' is a must do and so is Test Track."
Under construction - wait until completed,"There is som icy construction going on in the ‘future world’ wide of the park that it was a mistake to go to Epcot. The ‘sea’ and ‘land’ pavilions are pretty weak, except for ‘soaring’, but that’s not really enough for that whole side. The Guardians ride is under construction, mission to Mars is Ho-hum and the test track is out of service a lot. (It was closed almost the whole time we were there - NOT scheduled maintenance.).
Personally, we won’t be back until all the construction is completed."
Epcot under renovations,"Epcot is usually a great place to visit. However, it's under renovations currently which means half the park is boarded up. August 28 to November 23 is food and wine festival which makes it a horrible experience, as you wait in long lines to try a small portion of food that's horribly expensive to try along with so so wine pairings. I had checked Disney's website, but not once did it say that Epcot was under renovations. I would have picked another time to come here if I had known."
Lots of Refurbishment,"There is lots going on in Epcot at present which is much needed, it will be amazing when finished. The World Showcase is always amazing and so interesting we love it here."
Incredibly Poor Experience,"Returned to Epcot, having not visited since childhood. Guess what? Nothing has been updated in those 30 years, except that half the park seems closed/boarded up. We went during the 'food and wine festival'. What this means is that people cue in lines for 30-40 minutes while wearing drinking themed t-shirts to get a bit of wine and bite of food. I love a good glass of wine and am no prude, but I sorely resent paying roughy 100 dollars a person just to enter (plus serious additional fees for food/wine events) to be offered a huge cue of people, a series of gift shops, and little to nothing else. We thought there'd be lots of culturally themed events in the different 'countries', but didn't see that or really anything else happening. I also don't understand at all the value proposition from Disney on this park or the 'cheek' to keep it going when so much seemed to be closed or under construction (which was not disclosed in advance). Disney Springs is a better venue and it's FREE. I'm aware of the crowds and short-comings of visiting a Disney property, but even with that perspective, I was shocked at the poor offering from an organization that prides itself on guest experience. Simply awful."
Food and Rides,"Epcot is different from the other parks. All the other are character and Disney focused, as where Epcot is more world focused. The rides are fun, but there are only 3 main focus rides, which are Mission Space, Soaring and Test Track. MISSION space is a spinning ride where you sit in a pod and it spins and raises you around while you stare at a screen, blasting you off into space. It is intense. Soaring is a flight around the world to the wonders. Test track is a ride where you speed around a racetrack.
The main focus of Epcot is the food. The world food fair allows you to test food from all over the world. It is quite nice to try new things.
Honestly, Epcot would be the bottom of my rank for all the parks."
Great place to try different foods.,"This part of Disney world has several different rides. The Land was a favorite. There is also a Pixar theater show that was better than we expected. Try to ride the Frozen boats if you like the movie. This is the place to try different foods from other countries. I suggest trying the smaller outside food places unless you really need to have sit down restaurant meals. The food places outside most countries have smaller and more inexpensive choices of similar foods. We enjoyed the China, Morocco and German places."
Food & Wine Festival Great - Rides Just Okay,"The good first - the food and wine festival is a lot of fun and we had fun eating our way around the world. The ribs in China were very good and our favourite was the meat pie from Africa.
The average - most of the rides are dated, we enjoyed the Frozen boat ride and said it was better than the N’avi river journey in Animal Kingdom. Soarin’ was a bit disappointing, it feels like a worse version of Flight of Passage and the images on the screen were bent which was weird. Spaceship Earth was okay. Test Track was pretty good.
The bad - Mission Space. The orange level made me feel so ill, there is plenty of warning that it’s intense so it’s my fault for doing it anyway but this ride made me want to throw up. Do it at your own peril!
Overall we enjoyed Epcot but not sure how good it would be outside of the food and wine festival."
Love Epcot,"This was my second visit to Epcot and it’s awesome! Despite getting nauseous five minutes into the park on the space simulation ride, the visit was great! The various smells of the food in each country is amazing and I highly recommend tasting as many things as you can! I believe it was Norway where we tried two pastries in a bakery that we really weren’t sure what they were...we couldn’t pronounce them but they were delicious!
While I loved it here, I’m not sure kids would love it as much! It was very neat to experience but not quite as interactive for kids as some other Disney attractions!"
Under construction,"Was a great pak but hakf of it seamed to be under construction and there was a lot of fences in the futureworld are due to redesign.
World Showcase was great and Norway pavillion was fantastic! Loved to meet Anna Elsa.
Expect Long walkibg distances since its a HUGE park. Took me half an hour to walk between Norway and parks exit."
In need of an update,I visited Epcot the first summer it opened. Thirty six years later little has changed. Future world attraction displays still show the same IBM tape reels from 1983. Epcot needs a reboot.
lots of walking required,"really good but not too many rides here, Soarin and Test Track our favourite 2, Frozen over hyped, very jolty and not worth it unless you can grab a fast pass"
Avoid - Construction Site and Drunken Party Venue,"My last visit was in October 2013 and at that time it was my favourite Disney park. Based on this visit I shall not be returning, how Disney can charge the price they do for walking through a construction site is beyond me. I know you have to update and change but with this amount of construction the admission price should be reduced or the park closed altogether.
The Food and Wine festival is now nothing but an expensive gimmick and what used to be a park for family has turned into a park for adults wanting to party. I have never seen so many drunken adults in a Disney park, shouting and throwing up in the restrooms.
The food offer has deteriorated and what has happened to the staff, a number of them have no interest in what they are doing and can only just manage to mutter a few words. In Electric Umbrella in Future World I ordered a Hot Chocolate, server on till was really helpful with my parent who had difficulty hearing but the server at the counter just pushed a tray with two empty cups and our food choice towards us, no a word was spoken on where to get drinks or even a hello or good day. Walked to to Chocolate machine only for a sign saying it was not in use but use one at another station? Well if I could find another machine I would have used it but there was not. I asked a staff member how to get Hot Chocolate and all I got was its at the station and they walked on. Asked another staff member and they said the same, when I explained it was nor working she went off to find out what was going on, eventually coming back with two sachets of Chocolate Powder and saying machines are not working you should have been given these! Food was overpriced and just edible but we did send one meal back as it was awful manager returned with a box of fries as a gesture.
So after 4 visits this will be my last, infact the other members in my party who have been here before said the same, and the one who had so wanted to visit for the first time was totally disappointed.
One positive thing to mention was the friendliness and helpfulness of Jim and his colleague working alongside the Yorkshire County Fish Shop on the entrance to a private party. They are how we remember Disney Employees,"
A bit tired but worth visiting!,"This Park was a mixed bag for us - not one of our favourites but far from the worst Disney experience we have had.
The Frozen ride is easily the best attraction at the park. The characters and songs are done really well, even people who have not seen the movie would appreciate it. It is visually and aurally impressive and has a great classic feel to it, with very clever use of technology.
Other than Frozen, there aren’t that many rides in the Park you want to do over and over.
Test Track is okay but not amazing. Even with a Fastpass, you have to wait a while designing your car, as well as just plain waiting. The inside part of the ride itself was better than we thought it would be, and the outside bit where it goes fast was cool but is a bit industrial, plain, and un-Disney. The only comparable ride in the Disney canon is Radiator Springs Raceway in Anaheim which absolutely blows Test Track out of the water. It was also really corny and felt like you were in a 90's advertisement for Chevrolet.
Soaring was okay but, again, you have to wait a while even with a Fastpass or a small queue. It is a much better experience if you are in the first/top row as you don’t see anyone’s feet! We didn't find the CGI cheesy as some reviewers do. Again, felt like quite a dated ride, with unimaginative locations chosen.
Living with the Land is a funny one, it felt a bit old too, and the outside of the boats looked a bit slimy and dirty. Still it’s good to have something a bit different even if it is a bit weird.
Although the Nemo ride was okay and not great, we were amazed to find the real dolphins at the end and all the other marine life. This made for a great experience and really made the Park a bit special and surprising.
Spaceship Earth was peculiar but we enjoyed it. Again, some of it felt dated and even smelt like a musty museum. Also, a sign of its time that the majority of the animatronics are men, and it doesn't reference the developments throughout the world, but just in a few select places e.g. Where was China throughout history? The bit where they put you in a video is hilarious, the fact it is a bit old and naff adds to the experience. You want to do it again just for the video alone.
We weren’t big fans of Mission Space, it seemed a bit pointless and claustrophobic, although definitely seems like a major inspiration for the Smuggler's Run ride, with use of the interactive buttons, flying through space, and each rider getting a special role to play. In our opinion, Mission Space actually used the interactive feature better than Smuggler's Run does.
The Fastpass system works relatively well at Epcot and you can get much more value out of it than at Hollywood Studios. Rope dropping is also more effective than at other parks- we were able to walk right on to Frozen and then do it again with a few minutes wait.
We spent far more time in Future World than at the World Showcase. World Showcase looked okay but we are not big fans of Disney shops and expensive food stalls/restaurants, and even with the Food and Wine Festival on, it didn’t really grab our interest. Also, we had been to DisneySea recently, which blows away World Showcase in terms of how big and impressive the themed areas are so we were probably expecting too much.
One thing we didn’t like about Epcot is how you have to walk quite long distances, even within Future World, through bland paved areas with little theming. Walking from Test Track through the middle to Soaring feels just like an unimaginative city centre, and lacks the Disney touch. The building Soaring is in also feels like a dull retro Convention Centre - we could not figure out why so many people were sitting around there doing nothing all the time.
As for the highlight; it’s a little dinosaur named Figment. We left loving the song, loving Eric Idle even more, and loving what is otherwise a fairly naff but positive and upbeat ride. Figment is such a winning character, he manages to turn Epcot from a middle of the road theme park to a park with a magnet pulling you to return.
The best tip we have is to rope drop from the International Gateway entrance. It is by far the most laidback and comfortable rope drop experience we have had. To get to this entrance, we Ubered to the Beach Club and walked through the resort and out through a little known door (thanks to AJ at Disney Food Blog for this great tip, though you could also come via one of the other nearby Resorts).The main entrance by comparison takes ages to get in and out of, with the buses and Ubers a long walk away and quite a bit of traffic slowing things down.
Overall, a good park worth visiting, but we felt you did not need to spend as much time here as at your typical Disney 'castle' park."
Food and Wine Festival was a Drunken mess,"We love Epcot! It's one of our favorite parks. We will never come back when the food and wine festival is going on. There were crowds of inebriated adults acting loud and obnoxious. There were girls twerking with two beers in their hands. It just wasn't a place for my kids to be. I didn't realize that this has become such a party place for adults. I felt like it was Spring break for 30 year olds and up. It was weird! Adults in groups wearing t-shirts with sayings on them about how they are about to get wasted in Disney. I was embarrassed for them and as many of them stumbled around the park I felt unsafe for my children. Unfortunately, we skipped the entire cultural section because it was so bad. Disney needs to take this party elsewhere...drunk adults and children do not mix at all. Completely disgusted with the behavior at Epcot. Never again!"
Pretty dated,"I had always wanted to go to Epcot. Well, I can scratch it off my bucket list, but that is about it. In 1982 it may have been interesting, but for today, it was a very dated money pit. The countries represented seemed more there to take your money than to showcase them."
Wondrous,"As to septuagenarians traveling without grandchildren, we totally enjoyed Epcot. The rides are great, the crowds are interesting and the staff are Knowledgeable, efficient, and more than polite. The firework show was great and the entry and exit to the park work amazingly easy considering they admit over 100,000 people on a typical day. For us, storing was the best ride followed by the land and of course Mexico. We had dinner at the German display and it was fantastic."
"Long lines, lots of construction","First visit with our grandson. Was disappointed with the lines, the construction, and the crowd. We waited in line for the test track for 40+ minutes, only to have it shut down for unexplained reasons. In general, lines were long, for a short experience. I was hoping for him to have a great experience (he is 9 years old), he was disappointed missing the test track, he loves cars, talked extensively about how he was going to balance power, capability, responsiveness, and wasn’t interested in efficiency so much. He did enjoy the space flight to mars.
Food was overpriced for value ( Germany buffet)"
Overpriced and my least favorite park,"I personally dislike this park! Other than a few rides, there is nothing it offers that is worth the ridiculous entrance price.
The restaurants in every country (as we did indeed try them all when we go there) all taste the same. The food is no different from a crappy restaurant coating a lot less money.
Save your money and don't bother with this park"
Epcot Orlando,"We had a lot of fun with different attractions: Soarin, Launch to the Space, The Botanic garden. We loved the part of Japan, the Tori, the store, it reminded us our trip to Japan! And of course, at night, the firework!!!!"
Nothing to see here,"We paid for fast pass and when we tried to use it we were told that we needed to register and book our intended visits. as we did not know what was on offer we didn’t know what we should do. Park is tired and run down. Directions and helpful staff were few and far between. Exhibits are pitched at eight year olds. On top of expensive entrance ticket, parking fee was exorbitant. NOt recommend for older people with life experiences. Waste of time and money. Food and wine trail expensive for minuscule tastings. Don’t bother."
2019 International Food & Wine Festival,The festival is from August 29 - November 23; my festival favorites are The steakhouse blended burger from flavors from fire; baked shrimp and scallop scampi dip from coastal eats; maple bourbon cheesecake from the cheese studio; shaken Jamaican with baileys; smokey margarita from mexico; schofferhofer hefeweizen pomegranate beer from brewer's collection; charcuterie in a cone from Spain; spicy rolls and plum wine from japan; croissant aux escargot from France; Guinness baileys shake from Ireland; apple blossom sky from Appleseed orchard;
Amazing Time!,We were at Epcot for three days for the wine and food festival. It was an amazing time. We went with several friends and we found the park to be great. At night we were able to rent a boat to take to the fireworks which was really nice. You can bring your own drinks and food and sit and enjoy the fireworks with great seats. I would highly recommend as you do not have to fight the crowds.
A great time,"Epcot is a great park. It is twice the size as the Magic Kingdom, so you will put on some walking miles. Epcot is more of an adult park, there are not many rides at this park, but there is a lot of dining and drinking choices. I believe Epcot has the best dining of the four parks. World showcase is a treat to just take a slow walk around and enjoy the different countries. The most popular rides are Soarin’, Test Track and Frozen, all require separate fast-pass’."
Love! Love! Love!,Make sure you visit Mexico and take the boat ride thru the canal- and visit the gift shop where they have so many awesome things!
My favorite,"Epcot is my favorite park. They are starting the massive overhaul of future world and there are a lot of construction walls, but it is still an amazing park. The world showcase is beautiful. Take your time and enjoy each country."
Wine and Food Festival 2019,Great time at the festival and the park. My wife and I spent an entire day here. Everything was delicious and the food was great. Rides are okay at this park but it isn't the real reason we came. Love coming here for this event.
Lovely day out,"The park is Greta but by far my favourite section was the walk around the lake where you visit countries from around the world. The Morocco section reminded us of our recent holiday there. We had ice cream and Prosecco in ‘Italy’ and even enjoyed a pint in the pub in ‘England’.
We also enjoyed the boat ride in Mexico and the exhibition of art in Japan. A great way to spend an afternoon.
We also enjoyed the lights and firework show on the lake at the end of the evening."
Just okay,"We booked 2 Disney parks for 2 days, animal kingdom being the other and did epcot first, a little disappointed as it was not what we were expecting, not to say the staff/condition of the park was anything other than amazing, we personally were just expecting more rides and things to do/see other than (fantastic) scenery which turned out to be gift shops on the inside. If we had our time again we would do hollywood instead or more likely animal kingdom twice."
Fun for everyone,"In our group of four, we ranged in age from 24 to 63. We all loved the whole experience from the moment we walked in we snacked and drank our way around the world, enjoyed a free concert, and experienced a short rocket ship ride. Worth every penny!"
We love EPCOT,We’ve been going to EPCOT for years and we love it. There’s lots to do and see and fun for the whole family
International Food Festival was a blast,"Only 4 stars as this Disney Park has the poorest signage of any Disney Park. Love Animal Kingdom as it had terrific signage. International Food Experience was truly a hit and miss. France was our number one choice with the beef, creme brûlée which were incredible. Would strongly recommend going in the evening after daylight savings time has ended as it was 93 on November 7th when we were there."
Educational and not as busy as Animal Kingdom or Magic Kingdom,"Food and Wine fair is amazing. Great idea. I really enjoyed Epcot and it's diverse displays and attractions. Cool rides with reasonable lines. Lots of food and rest spots for hot days. Staff seem to be happier here, maybe because the lines are manageable?"
International Food festival,"Epcot is an amazing place to go but the International Food Festival makes it extra special . This was our 5th year there.
If you attempt to go to every booth, which we do, it can get very pricey. They may want to standardize and set a price for the food across all booths. They can profit probably on the alcohol sold alone, so keep the food pricing within reach.
There were a few misses when it came to the food but overall it was all great."
Love the food & wine festival,"We love to visit Epcot while the food & wine festival is on. We particularly enjoy the wine and cheese, Canadian beef, English fish & chips (see my Rose & Crown pub review) and lots of different drinks on our way round. We enjoy the shops and the entertainment such as the mime act in Italy and the mariachi band in Mexico. It costs you money but so does everything you do in Florida!"
Looking old and tired,"We were disappointed with the sad, tired looking effort at EPCOT. Most of the attractions are very low level, poor nutrition, food outlets. Food is also overpriced."
Not for us,For us it just seemed small a 1/2 day park. Our party had 3 adults and a 7 yr old. Rides were so so except for Soaring Over America was great. Don't ever plan to return to Epcot
Biggest Disappointment of My Trip,"It was my first time ever to Disney World. I was really excited about Epcot. I love to travel so the concept seemed up my alley. Not to mention we were going during Food and Wine Festival, two other things I love. However I was sort of let down.
This park didn't seem to have the magic as some of the other parks. The area around the Epcot globe seems a little outdated and though the Spaceship Earth ride was fun, it needs some updating as well. I did enjoy Soarin, Test Track, Living with the Land, and the Frozen ride. However, that was about it. There really are not a lot of rides or shows at this park.
Each of the countries pretty much only have shops and restaurants. They are cute but I've been to some of those countries and it felt very commercialized; and not like you've left the USA.
The whole park seems geared at just getting you to spend tons of money, and you already spent a lot to get in. The Food and Wine thing was cool but each stand you had to spend like $5-$8 per plate to try something. The food was super good but the cost adds up quickly. I understand that they can't give it all away for free, but I would suggest they give each guest 4-5 tickets that they could cash in to try a few things for free.
You pay a lot to get into a Disney Park, and for the other 3 parks, what you get is worth it. Its not in this case. Few rides and the festival designed to get you to spend more money. I'm glad I finally went to experience it, but not sure this would be one park I will return to."
One major issue,"This was our least favorite park for our family. There was one major reason for that... construction everywhere in the future world section. This park is outdated and I understand the need for updates however it is too much at once in my opinion. However, we still had a number of highlights here, Garden Grill was our favorite character dining experience overall for this trip. Also enjoyed Akershus Royal Table for breakfast, you will meet most of the princesses there. There 3 or 4 very good, fun rides. Test Track was easily our favorite however again was down until early afternoon which is a common occurrence for this attraction. I would NOT use my tier 1 fast pass on it. I would recommend to use that on Frozen Ever After, a fun dark ride with excellent theming. Soarin is solid but not as good as a similar ride at Mall of America called Fly Over America. I still recommend to spend a day at this park especially for the festivals down at World Showcase, however young kids seem to get bored because of the lack of kid friendly attractions. For are family of 4 though we prefer the other parks, I am sure once the park gets the full facelift by 2022 this park will be higher rated by us."
Visit with family !,"Last visited EPCOT 14yrs ago still mostly the same just renamed some rides attractions, construction work going
on maybe be more up to date when completed!
Grandchildren enjoyed meeting Frozen characters and having photos taken with the memory makers.
Mostly a good park but lot of walking needed!"
Around the world in a day,We went for the food and wine. It was great tasting all the different foods and drinks.Expect to spend around $100 or so. There's 11 countries and in between different countries like hawaii with the pork sliders yummy. we also had a flight of beer and mamosa. tasty. go with an open mind and tast buds.
